,algorithm,k,n,p,iters
867,tabucol,3,90,0.04943820224719102,-2
868,ctrl,3,90,0.04943820224719102,-2
869,tabucol,3,90,0.04943820224719102,-2
870,ctrl,3,90,0.04943820224719102,-2
871,tabucol,3,90,0.04943820224719102,-2
872,ctrl,3,90,0.04943820224719102,-2
873,tabucol,3,90,0.04943820224719102,-2
874,ctrl,3,90,0.04943820224719102,-2
875,tabucol,3,90,0.04943820224719102,-2
876,ctrl,3,90,0.04943820224719102,-2
877,tabucol,3,90,0.04943820224719102,-2
878,ctrl,3,90,0.04943820224719102,-2
879,tabucol,3,90,0.04943820224719102,-2
880,ctrl,3,90,0.04943820224719102,-2
881,tabucol,3,90,0.04943820224719102,-2
882,ctrl,3,90,0.04943820224719102,-2
883,tabucol,3,90,0.04943820224719102,-2
884,ctrl,3,90,0.04943820224719102,-2
885,tabucol,3,90,0.04943820224719102,48
886,ctrl,3,90,0.04943820224719102,-2
887,tabucol,3,90,0.04943820224719102,1954
888,ctrl,3,90,0.04943820224719102,-2
889,tabucol,3,90,0.04943820224719102,-1
890,ctrl,3,90,0.04943820224719102,-2
891,tabucol,3,90,0.04943820224719102,-2
892,ctrl,3,90,0.04943820224719102,-2
893,tabucol,3,90,0.04943820224719102,-2
894,ctrl,3,90,0.04943820224719102,-2
895,tabucol,3,90,0.04943820224719102,-2
896,ctrl,3,90,0.04943820224719102,-2
897,tabucol,3,90,0.04943820224719102,-2
898,ctrl,3,90,0.04943820224719102,-2
899,tabucol,3,90,0.04943820224719102,75
